Singer,FM,Title,Lyrics,AppleMusicYear,SongReleaseYear,DebutYear,Active,Subject,Persona,imageURL,id
청하,여성,Why Don't You Know (Feat. 넉살),"내 맘이 안 보일까 봐 close to me
진짜로 모르는 걸까 never
두근두근 대체 왜 이래
Tell me some ya story
네 맘을 모르겠어 더 close to u
나를 어지럽게 흔들어
너는 매일매일 my love babe
오늘도 넌 처음인 것처럼
나를 서두르게 만들어
너는 maybe my love babe
언제부턴지 모르지만
자꾸만 아니라고 말을 하네요
난 맞는데 넌 왜 넌 난 맞는데 왜 넌
사랑이 아니라고 말을 하네요
내 맘인데 넌 왜 넌 내 맘인데 왜
Why don't you know
Why don't you know
여전히 세상은 늙고
사랑은 아직 어려
마음을 전해도 닿기에는 아직 어려워
시간이 지난 뒤에 후회해 손해는 너
Ah 미리 말해두지만
나만이 너의 파일럿
아침엔 너가 좋아하는 색을 입어
우연을 가장한 인연을 난 믿어
싫다고 해 신경 안 써 never give up
별들이 떨어져 어서 소원 빌어
나를 특별하게 만들어
You make me feel better babe
누구보다 잘 아는 것처럼
계속 널 그리다 잠들어
너무 깊게 빠져 babe
바보 같을지 모르지만
자꾸만 아니라고 말을 하네요
난 맞는데 넌 왜 넌 난 맞는데 왜 넌
사랑이 아니라고 말을 하네요
내 맘인데 넌 왜 넌 내 맘인데 왜
Why don't you know
아무것도 모르는 너
아무것도 모르면서
내 맘을 아는 것처럼
I just wanna be your girl
자꾸만 아니라고 말을 하네요
난 맞는데 넌 왜 넌 난 맞는데 왜 넌
사랑이 아니라고 말을 하네요
내 맘인데 넌 왜 넌 내 맘인데 왜
Why don't you know
Why don't you know
Why don't you know",2017,,,0.5306122449,0.4736842105,약한 자아,https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/51/e6/36/51e63687-e467-1cc8-b09d-d98302841e74/20101475.jpg/592x592bb.webp,187
DAY6 (데이식스),남성,반드시 웃는다,"오랜만이야
먼저 연락이 올 줄은 몰랐어
시간 나면 우리
잠깐 얼굴이라도 보자는
말을 내가 어떻게 거절해
설레임과
두려움 반이야
아직 그리워
하고 있는걸
눈치를 챌 까봐
오늘만큼은 I smile
아프더라도 I smile
너의 앞에선
아무렇지 않은 척
잘 지내고 있는 척
반드시
웃는다 웃는다
가끔씩이라도 이렇게
웃으면서 만나게
반드시 I smile
여전하네 넌
아직도 웃는 얼굴이 예쁘네
정말로
마음 같아선
당장이라도
돌아와 달라고
말하고 싶지만
오늘만큼은 I smile
아프더라도 I smile
너의 앞에선
아무렇지 않은 척
잘 지내고 있는 척
반드시
웃는다 웃는다
가끔씩이라도 이렇게
웃으면서 만나게
반드시 I smile
너를 보내고 나면
웃음은 사라지겠지
오늘만큼은 I smile
아프더라도 I smile
마지막까지
아무렇지 않은 척
잘 지내고 있는 척
반드시
웃는다 웃는다
가끔씩이라도 이렇게
웃으면서 만나게
반드시 I smile",2017,,,0.5306122449,0.2653061224,순종자,https://is4-ssl.mzstatic.com/image/thumb/Music112/v4/5c/5a/db/5c5adb7b-0179-c603-58df-870690200594/738676859904.jpg/592x592bb.webp,188
"서인국, 정은지",혼성,All For You,"all for you
벌써 며칠째 전화도 없는 너
얼마 후면 나의 생일이란 걸 아는지
눈치도 없이 시간은 자꾸만 흘러가고
난 미움보다 걱정스런 맘에
무작정 찾아간 너의 골목 어귀에서
생각지 못한 웃으며
반기는 너를 봤어
사실은 말야 나 많이 고민했어
네게 아무것도 해줄 수 없는걸
아주 많이 모자라도 가진 것 없어도
이런 나라도 받아 줄래
너를 위해서 너만을 위해서
난 세상 모든 걸
다 안겨 주지는 못하지만
난 너에게만 이제 약속할게
오직 너를 위한 내가 될게
Is only for you
just wanna be for you
넌 그렇게 지금 모습 그대로
내 곁에 있으면 돼
난 다시 태어나도
영원히 너만 바라볼게
넌 모르지만 조금은 힘들었어
네게 어울리는 사람이 나인지
그건 내가 아니라도 다른 누구라도
이젠 그런 마음 버릴래
너를 위해서 너만을 위해서
난 세상 모든 걸
다 안겨 주지는 못하지만
난 너에게만 이제 약속할게
오직 너를 위한 내가 될게
Is only for you
just wanna be for you
넌 그렇게 지금 모습 그대로
내 곁에 있으면 돼
난 다시 태어나도
영원히 너만 바라볼게
love 내 작은 맘속을
oh love 네 향기로 채울래
그 속에 영원히 갇혀 버린 데도
난 행복 할 수 있도록
너를 위해서 너를 위해서
너만을 위해서
난 세상 모든 걸
다 안겨 주지는 못하지만
난 너에게만 이제 약속할게
오직 너를 위한 내가 될게
Is only for you
just wanna be for you
넌 그렇게 지금 모습 그대로
내 곁에 있으면 돼
난 다시 태어나도
영원히 너만 바라볼게",2012,2012,2012,0.5283018868,0.04081632653,순정파,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/96/2a/57/962a577c-c0dd-c016-b6cf-eb207f920c6d/08809309176711_Cover.jpg/592x592bb.webp,189
AOA,여성,Excuse Me,"Excuse me cuse me babe
cuse me cuse me
잠깐 실례할게요
Excuse me cuse me babe
cuse me cuse me
날 좀 봐요 그댈 원해요
Excuse me cuse me babe
cuse me cuse me
잠깐 실례할게요
Excuse me cuse me babe
cuse me cuse me
잠깐만요 Hey 3 2 1 Go
넌 너무 멋져 난 아름답고
우린 보나 마나 천생연분일 거야
이런 기분 처음이야
깜짝 놀랐는걸
나도 모르게 난 너에게
첫눈에 반했잖아
심장이 멈추잖아
들리니 my heart baby
뭐 딴 거 보지 말고
이제 날 느껴봐
Come on baby 이제 나에게로
Excuse me cuse me babe
cuse me cuse me
잠깐만요 시간 있나요
Excuse me cuse me babe
cuse me cuse me
날 좀 봐요 그댈 원하잖아요
처음 뵙고 실례인 줄 알면서도
꼭 하고 싶은 말이 있어요
그대의 전화번호 자 어서 빨리
Excuse me cuse me babe
cuse me cuse me
잠깐 실례할게
baby boy dance with the devil
네가 날 찍었으니
찍어봐 전화번호
0108 1004
날 부르는 my number 
어린 나보다도 그런 용기없이 
어디 감히 날 넘봐
난 네가 자꾸만 떠올라
아무것도 할 수 없잖아 
오랜만이야 이런 기분 나도 정말 
너 땜에
Excuse me cuse me babe
cuse me cuse me
잠깐만요 시간 있나요
Excuse me cuse me babe
cuse me cuse me
날 좀 봐요 그댈 원하잖아요
처음 뵙고 실례인 줄 알면서도
꼭 하고 싶은 말이 있어요
그대의 전화번호 자 어서 빨리
Excuse me cuse me babe
cuse me cuse me
Hey Excuse me
알다가도 모르겠어 너란 애
Hey Excuse me
왜 자꾸 내 맘 모르는 척해
왜 이리 도도해 babe
어쩜 이리 둔해 babe
발만 동동 구르고 있잖아
Excuse me babe
자꾸만 눈이 가 너무 궁금해 네가
오늘 처음 만난 너란 남자가 난 왜
꼭 미친 것처럼 홀린 것처럼
너만 따라가고 있어
Excuse me cuse me babe
cuse me cuse me
잠깐만요 시간 있나요
Excuse me cuse me babe
cuse me cuse me
날 좀 봐요 그댈 원하잖아요
처음 뵙고 실례인 줄 알면서도
꼭 하고 싶은 말이 있어요
그대의 전화번호 자 어서 빨리
Excuse me cuse me babe
cuse me cuse me",2017,,2012,0.525,0.8490566038,유혹자,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/78/2c/89/782c89cd-620f-47a0-8867-3a5951313b75/COVER-AOA_1.jpg/592x592bb.webp,190
가인,여성,돌이킬 수 없는,"떠나려는 너의 다릴 붙들고
나를 밀어내는 네 팔에 매달린 채
더는 이러지도 못해
저러지도 못해 나를 욕보이고
더럽혀질 빈 곳도 안 남은
내 몸엔 나쁜 피만 흐르는
그저 짧은 한 숨
가볍게도 가는 너의 한 걸음
kill me or love me
둘 중에 하나
지치고 지쳐도 또 다시 빌어도 넌 또
나를 밀쳐 또
1초 2초 3초 4초
이럴바에 난 죽을래
lie don't lie don't lie
다 새빨간 거짓말로 들리는
난 벼랑 끝에 몰리는
lie don't lie don't lie
이 스토리엔 좋은 끝이란 없어
널 놓고 말고란 없어
째깍째깍 달리는
저 바늘 끝은 내 맘을
또 찌른다 날 울린다
왜 날 이렇게 만들어
왜 돌이킬 수 없게 만들어
네가 하는 말 다
lie and lie
기어이 난 너를 잡고 버티고
나를 파고드는 상처마저 모른 채
더는 망가질 수 조차
부서질 수 조차 없이 무너지고
까맣게 탄 눈물만 흐르네
칼이 되어 내 귀에 박히는
너의 짧은 한 숨
그리고 또 독이 걸린 한 걸음
kill me or love me
선택은 하나
울고 소리치고 빌고 애원해도 넌 또
걸음을 뗐고
1초 2초 3초 4초
네 안에서 난 죽을래
lie don't lie don't lie
다 새빨간 거짓말로 들리는
난 벼랑 끝에 몰리는
lie don't lie don't lie
이 스토리엔 좋은 끝이란 없어
널 놓고 말고란 없어
째깍째깍 달리는
저 바늘 끝은 내 맘을
또 찌른다 날 울린다
왜 날 이렇게 만들어
왜 돌이킬 수 없게 만들어
네가 하는 말 다
lie and lie
모르셨구나
보기보다 나 머리 나쁜데
째깍째깍 시간은
또 흘러 흘러 내 맘을
또 흔든다 날 흔든다
끝으로 달린 니 말이
날 여기까지 오게 만들어
내게 하는 말 다
lie and lie",2010,2010,2006,0.5238095238,0.1538461538,약한 자아,https://is3-ssl.mzstatic.com/image/thumb/Music/49/23/a6/mzi.feimzpba.jpg/592x592bb.webp,191
소녀시대 (GIRLS' GENERATION),여성,All Night,"I like to party
아 알고 있잖아
All Night 우린 밤새도록
Alright 웃고 놀거야 
'Cause We Hot & Sweet Baby
여름의 전류 귀를 간지럽힐 때 
Alright
네 눈에 비친 불꽃놀이 흔들릴 때 
Alright
바보처럼 다시 널 사랑하게 돼
All Night All Night All Night
어떻게 지냈어 묻고 싶은데 
넌 정말이지 좋아 보여서
나도 그냥 웃어버렸어 
Smile together
If we get it on 
사랑에 빠지면 
무모한 이 입맞춤 계속되면 
거짓말처럼 서로 녹아 들어 
All Night All Night All Night
사랑이란 건 정해진 것 없어 
흘러 넘치는 대로 가자 허니
이 밤의 Fever 흠뻑 들이마셔 
All Night All Night All Night
Hey check check check 
check it let it go
이 밤 파티 Chillin' 
깊이 점점 뜨거워지고
어찌할 바를 모른 우리들도 
서로를 맴돌기만 하고 있고
So drop it 
just drop it on the floor
그 날과 똑같은 너만의 베이비 페이스
Alright
좋아했던 스파이시 우디 그 향기에
Alright
알 수 없는 기분 마구 끌려가네
All Night All Night All Night
이상해 더 가까워진 것 같지 
참 많은 일 있었어 우리 사이
밤새 다 얘기하고 싶어 
Smile together
If we get it on 
사랑에 빠지면 
무모한 이 입맞춤 계속되면 
거짓말처럼 서로 녹아 들어 
All Night All Night All Night
사랑이란 건 정해진 것 없어 
흘러 넘치는 대로 가자 허니
이 밤의 Fever 흠뻑 들이마셔 
All Night All Night All Night
함께라면 취한 듯 
우린 붉은 석양 위를 날아
다시 사랑에 빠지자 이 밤 꼭 잡고
If we get it on 
사랑에 빠지면 
무모한 이 입맞춤 계속되면 
거짓말처럼 서로 녹아 들어 
All Night All Night All Night
사랑이란 건 정해진 것 없어 
흘러 넘치는 대로 가자 허니
이 밤의 Fever 흠뻑 들이마셔 
All Night All Night All Night",2017,,2007,0.5238095238,0.07692307692,순수파,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/c3/8f/90/c38f909a-d5ff-c10b-78b6-78575e29ada1/GG-DIGITAL_COVER_FIX_1.jpg/592x592bb.webp,192
TWICE,여성,Heart Shaker,"Yeah Yeah Yeah Yeah Yeah
Come and be my love
Come and be my love baby
Yeah Yeah Yeah Yeah Yeah
Come and be my love
Come and be my love baby
멍하니 서서 막 고민고민 해
나 이거 진짜 잘하는 짓인지
Yeah Yeah Yeah Yeah
뭐 어때
No No No No
미쳤어
난 쯔위라고 해 무작정 인사할까
내 전화번호야 쪽지를 주고 도망칠까
Yeah Yeah Yeah Yeah
어떡해
No No No No
지금이야
Girl you can do it
눈이 마주치고 있잖아
Love is timing
놓치면 후회할지 몰라
Love is coming coming
좀만 더 용기를 내
더는 망설이지 마
이상하게 생각해도
어쩔 수 없어 반했으니까
You're my heart shaker shaker
놓치기 싫어
You're my heart shaker shaker
어떡해
바보처럼 안 기다려
내가 말할래 반해버렸다고
네가 맘에 든다고
하루 종일 보고 싶다고
Would you be my love
반해버렸으니까
표정관리 해 어색하지 않게
말투는 Cool Cool 긴장할 필요 없어
Yeah Yeah Yeah Yeah
정신 바짝 차리고 집중해
No No No No
어떡해 똑바로 못 보겠어
지금이야
Girl you can do it
눈이 마주치고 있잖아
Love is timing
놓치면 후회할지 몰라
Love is coming coming
좀만 더 용기를 내
더는 망설이지 마
이상하게 생각해도
어쩔 수 없어 반했으니까
You're my heart shaker shaker
놓치기 싫어
You're my heart shaker shaker
어떡해
바보처럼 안 기다려
내가 말할래 반해버렸다고
네가 맘에 든다고
하루 종일 보고 싶다고
Would you be my love
반해버렸으니까
너도 날 원하게 될 거야
날 사랑하게 될 걸
간절히 바라 너도 나와 같기를
Oh Yeah
망설이지 마 먼저 다가가
사랑을 말해 주저 하지 마
Come baby be my be my
be my love
Come baby Bae Bae Bae Bae
이상하게 생각해도
어쩔 수 없어 반했으니까
You're my heart shaker shaker
놓치기 싫어
You're my heart shaker shaker
어떡해
바보처럼 안 기다려
내가 말할래 좋아한다고
네가 맘에 든다고
하루 종일 보고 싶다고
사랑한다고
반해버렸다고
You are mine Be mine
You are mine Be mine
좋아한다고 말할래
반했으니까",2018,,,0.5227272727,0.2727272727,강한 자아,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/24/de/3e/24de3e0e-e7b0-29a1-1e08-396652a6d0c3/00602508875076_Cover.jpg/592x592bb.webp,193
4minute,여성,Volume Up,"나를 처음 봤을 땐
눈도 못 땠었던 너 uh uh uh uh
너 uh uh uh uh
쉽다고 싫다며
뒤에서 내 얘길 해 eh eh eh eh Why
매일 내 목소리에 춤을 추고
웃고 바라보던 넌
이제 내 목소리도 듣기 싫다고서
등을 돌리고 있어
미치겠어 나 이제 끝났대
더 이상은 내 자리가 없대
내 목소릴 높여줘 높여줘 높여줘
이 음악을 더 크게
Everybody time to rock
다 치우고 Pump up the volume Up up
듣기 싫어 Pump up the volume Up up
갈수록 더 변해질 거야
ah 독하게 eh eh eh oh 더
Uh uh uh uh uh Uh uh uh uh uh oh 더
Uh uh uh uh uh Uh uh uh uh uh
제대로 날 한 번 봐준 적 없었던
너 uh uh uh uh 너 uh uh uh uh
내가 뭘 하던지 관심조차 없던
Hey eh eh eh eh Why
매일 내 가슴만
더 조여오게 하는 너의 시선이
이제 내 가슴에 더 상처로 남아서
나를 감춰버렸어
미치겠어 나 이제 끝났대
더 이상은 내 자리가 없대
내 목소릴 높여줘 높여줘 높여줘
이 음악을 더 크게
Everybody time to rock
다 치우고 Pump up the volume Up up
듣기 싫어 Pump up the volume Up up
갈수록 더 변해질 거야
독하게 eh eh eh oh 더
Uh uh uh uh uh Uh uh uh uh uh oh 더
Uh uh uh uh uh Uh uh uh uh uh
넌 모를 거야 나를 잘 알 수 없겠지
아무것도 모르고 내 앞에서 그렇게
Lie lie lie lie
Lie lie lie lie
Lie lie lie lie
다 치우고 Pump up the volume Up up
듣기 싫어 Pump up the volume Up up
갈수록 더 변해질 거야
독하게 eh eh eh oh 더
Uh uh uh uh uh Uh uh uh uh uh oh 더
Uh uh uh uh uh Uh uh uh uh uh",2012,2012,2009,0.52,0,,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/18/05/50/18055091-26c9-174e-9dad-855539888f55/cover-Volume_Up_new.jpg/592x592bb.webp,194
VIXX (빅스),남성,도원경 (桃源境),"흐드러져 피는 꽃
바람마저 달콤한 이곳은 꿈
너와 함께 있다면 어디든
마음이 나풀대며 불어올 그림 속
난 네게 취해
아득한 향기에 기대
시간 따위 버려두고 널 바라보고
하얀 달이 뜨면 달에 비친 너를 보고
낮과 밤이 전부 너야
빈틈 없이 꽉 채워
모든 숨소리가 너인 것만 같아
덧칠해 좀 더 짙게
이 밤 깊이 번져가고 있어
벗어날 수 없게
눈 감고 내 안의 널 또 찾잖아
난 취해 좀 더 취해
이 꿈속에 빠져들고 싶어
넌 다가와서
내게만 스며들어
밤의 안부에
널 닮은 붉은 동백이 질투해
달짝한 입술은 눈이 부시게 빛나고
잠재운 마음속에 파도를 부르고
덜 익은 복숭아마저도 달다
휘날리는 꽃잎 아래
네 비단결 옷자락
그 끝을 따라 널 와락 안아
난 네 숨소릴 잘 알아
네가 불어와 내가 들어간
꿈같은 상상
낮과 밤이 전부 너야
일렁이는 내 맘도
그 짙은 향기에 홀릴 것 같아
덧칠해 좀 더 짙게
이 밤 깊이 번져가고 있어
벗어날 수 없게
눈 감고 내 안의 널 또 찾잖아
난 취해 좀 더 취해
이 꿈속에 빠져들고 싶어
넌 다가와서
내게만 스며들어
텅 비어냈던 나의 공간이 채워져
너로 물든 색이
아련하고 눈부시게 빛나
아름답고 따뜻했고
신비로워
난 날아 너와 날아
꿈에 번진 환상 그 안에서
가까워지는 넌
다시 또 마음에 피어나잖아
단 하나 너만 알아
찾아 헤맨 그곳 바로 너야
다시 눈을 뜨면
내게만 스며들어",2017,,2012,0.5185185185,0.1111111111,순정파,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/3f/4f/c1/3f4fc1ef-1333-4e8d-81a7-f744225f042f/VICL-65045.jpg/592x592bb.webp,195
씨스타19,여성,Ma Boy (마보이),"Let's go S.I.S.T.A.R, Sistar
Baby stop breakin' my heart
You heard me
No more next time
I hope you got that boy
Hey girls It's gon' be alright
Hey boys Better make it right
Hey girls We got ya back
got ya back ga ga ga got ya back
말하지 않아도 알 수 있다 했잖아
내 맘 어떤지 넌 알고 있겠지
그래서 믿고 참고 기다렸지
혼자 두지 않겠다고 했잖아
약속했었지 손가락 걸었지
그런데 왜 또 거짓말을 해
사랑한다는 말 그리 어렵니
한마디 말이면 되는걸
너 자꾸 변해가 나도 이젠 조금
지쳐가 Oh Oh
시간이 갈수록 더 모르겠어
좋아질수록 나는 더 아픈데
날 좀 바라봐
Oh Ma Boy Oh Ma Boy Baby
니가 무슨 사랑을 알아
내 맘만 아파
Oh Ma Boy Oh Ma Boy Baby
니가 어떻게 내 맘을 알아
Don't let me down Boy
너 때문에 내가 미쳐
why try'n play games with me
너로 인해 하루에도 나는 몇 번씩
UP & DOWN Don't let me down
난 울어 매일 밤 No No
Stop breakin' ma heart
너는 내 기분도 모르고 눈 돌려
What I got what you lookin’for
한 눈 팔지마 이게 내 마지막 경고
oh no
This gon' be the last time
사랑한다는 말 그리 어렵니
한마디 말이면 되는걸
너 자꾸 변해가 나도 이젠 조금
지쳐가 Oh Oh
시간이 갈수록 더 모르겠어
좋아질수록 나는 더 아픈데
날 좀 바라봐
Oh Ma Boy Oh Ma Boy Baby
니가 무슨 사랑을 알아
내 맘만 아파
Oh Ma Boy Oh Ma Boy Baby
니가 어떻게 내 맘을 알아
Don't let me down Boy
Woo Boy 더 좋아질수록 Woo Boy
아픈 내 맘을 아니 너
내 맘에 작은 속삭임 때론 나를
보는 따뜻한 눈길
그거 하나면 돼 오직 너만 원해
아직도 너만 내 맘 모르잖아
Oh Ma Boy Oh Ma Boy Baby
니가 무슨 사랑을 알아 내 맘만 아파
Oh Ma Boy Oh Ma Boy Baby
니가 어떻게 내 맘을 알아
Don’t let me down Boy
Ma Boy",2011,2011,2011,0.515625,0.01923076923,약한 자아,https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/42/09/66/42096672-8c50-2138-de72-d8a31004ca47/mzi.mfpgkqjs.jpg/592x592bb.webp,196
블락비 (Block B),남성,HER,"Jesus 무슨 말이 필요해
모두 널 작품이라고 불러
Just a little bit of you
격하게 아껴 Baby ye ye
Ooh Wow 놀라워
더할 나위 없이
아름다우신 그녀의 자태
보통 여잔 명함도 못 내밀고
끼리끼리 뭉쳐 네 험담을 나누겠지
잘들어
주위에 늑대 놈들 주의
자식들 하나같이 외모 지상주의
망치로 뒤통수 한대 맞은 듯이
머릿속이 띵하고 어지러워
Jesus 무슨 말이 필요해
모두 널 작품이라고 불러
Just a little bit of you
격하게 아껴 Baby ye ye
뭐 하나 빠짐없이 예쁘구나
Her 어어 Her 어어
Her 어어 Uh 어안이 벙벙해
Her 어어 Her 어어
Her 어어 너 말곤 전부 평범해
아찔하게 뻗은 곡선
난 바로 기절 I need suction
무작정 부담 주는 멍청이들 사이에
넌 빈틈없는 Boxer
나의 Olivia Hussey
능력이 있어도 허세는
없는 그 성품과 적절한 볼륨감
I wanna hug and kisses
주위에 늑대 놈들 주의
자식들 하나같이 외모 지상주의
망치로 뒤통수 한대 맞은 듯이
머릿속이 띵하고 어지러워
Jesus 무슨 말이 필요해
모두 널 작품이라고 불러
Just a little bit of you
격하게 아껴 Baby ye ye
뭐 하나 빠짐없이 예쁘구나
Her 어어 Her 어어
Her 어어 Uh 어안이 벙벙해
Her 어어 Her 어어
Her 어어 너 말곤 전부 평범해
바위처럼 무감정한 내가
이렇게 다시 바보가 된다
정신차려 보니 네 앞에 와서
Oh could you be my real love
정말 곱다 고와 누군가 다가와
말 걸면 넌 미소만 던져 줘
네 연락처는 안돼
침부터 닦고 와 물러서
Stop your talk
Her uh her uh
baby I’m all yours
Jesus 무슨 말이 필요해
모두 널 작품이라고 불러
Just a little bit of you
격하게 아껴 Baby ye ye
뭐 하나 빠짐없이 예쁘구나
Her 어어 Her 어어
Her 어어 Uh 어안이 벙벙해
Her 어어 Her 어어
Her 어어 너 말곤 전부 평범해",2014,2014,2011,0.515625,0.2820512821,순정파,https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/09/9d/3d/099d3d68-2c32-78d5-529d-337be620fd28/8809388747932_Cover.jpg/592x592bb.webp,197
지코 (ZICO),남성,너는 나 나는 너,"넌 나고 난 너야
난 너고 넌 나야
마음이 같다면
둘은 서로가 될 거야
넌 나고 난 너야
그림 너무 좋아
오그라든다는 말은 누가 만든 걸까
girl 뺨 한 대만 때려줘
며칠 사이 내게
무슨 일이 벌어진 건지
전 여친 번호 지우고
힙합만 듣던
난 어쿠스틱해졌어
tell me what you want from me
가장 예쁠 나이엔
실컷 사랑해봐야 돼 eh
네 사연 속에 나오는 쓰레기
걔랑은 비교도 안되게
내가 잘할게 왜냐면
넌 나고 난 너야
난 너고 넌 나야
마음이 같다면
둘은 서로가 될 거야
넌 나고 난 너야
그림 너무 좋아
오그라든다는 말은 누가 만든 걸까
친구들이 말해 좋을 때야
난 딱히 걱정 없고
하도 좋아서 문제야
이거 봐 욕도 줄이고 있고
바지도 올려 입고
아무한테나 미소 안 보이고 있어
거울 그만 봐 고칠 데가 어디 있어
민낯일 때 제일 이뻐
이 장면 우리 엄마
보면 기절할 노릇일 걸
더 이상의 표현은 아낄게
사실 너 이름만
옮겨 적으면 그만인데
I believe in destiny
사주나 타로 카드에
점쳐질 만남은 안 해 yeah
집착 쩌는 네 전 남친이
집 근처도 얼씬 못하게
내가 잘할게 왜냐면
Because
넌 나고 난 너야
난 너고 넌 나야
마음이 같다면
둘은 서로가 될 거야
넌 나고 난 너야
그림 너무 좋아
오그라든다는 말은 누가 만든 걸까
밤새 쪽쪽 거리다가
누추한 모습으로 함께 아침을 맞아
good morning
새삼스럽게 넌 심각하게 예뻐
그 입 당장 가져와 Mwah
넌 나고 난 너야
난 너고 넌 나야
마음이 같다면
둘은 서로가 될 거야
넌 나고 난 너야
그림 너무 좋아
오그라든다는 말은 누가 만든 걸까
Let me talk to you yeah
I am you you are me
I am you you are me",2016,2016,2014,0.5147058824,0.4615384615,순정파,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/9d/69/95/9d6995fa-4313-90a9-e423-fbe1a84e389d/8809484112139_Cover.jpg/592x592bb.webp,198
BIGBANG,남성,봄여름가을겨울,"이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈
가을 타 겨울 내릴 눈 1년 네 번 또다시 봄

정들었던 내 젊은 날 이제는 안녕
아름답던 우리의 봄 여름 가을 겨울

“Four seasons with no reason.”
비 갠 뒤에 비애(悲哀) 대신 a happy end
비스듬히 씩 비웃듯 칠색 무늬의 무지개
철없이 철 지나 철들지 못해(still)
철부지에 철 그른지 오래, Marchin’ 비발디
차이코프스키, 오늘의 사계를 맞이해
마침내, 마치 넷이 못내

Boy 저 하늘만 바라보고서
사계절 잘 지내고 있어 Good-bye
떠난 사람 또 나타난 사람
머리 위 저세상
난 떠나 영감의 amazon
지난 밤의 트라우마 다 묻고
목숨 바쳐 달려올 새 출발 하는 왕복선
변할래 전보다는 더욱더
좋은 사람 더욱더
더 나은 사람 더욱더
아침 이슬을 맞고 내 안에 분노 과거에 묻고
For Life

울었던 웃었던 소년과 소녀가 그리워 나
찬란했던 사랑했던 그 시절만 자꾸 기억나

계절은 날이 갈수록 속절없이 흘러
붉게 물들이고 파랗게 멍들어 가슴을 훑고

언젠가 다시 올 그날 그때를 위하여 (그대를 위하여)
아름다울 우리의 봄 여름 가을 겨울

La la la la la la la la la la la
La la la la la la la la la la la
La la la la la la la la la la la
La la la la la la la la la la la

이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈
가을 타 겨울 내린 눈 봄 여름 가을 겨울",2022,,,0.5142857143,1,순수파,https://is2-ssl.mzstatic.com/image/thumb/Music122/v4/f6/67/3a/f6673a7c-e2bc-8084-f8b6-523cad1ab277/BIGBANG_Still_Life.jpg/592x592bb.webp,199
WINNER,남성,FOOL,"내 눈앞에서 사라져
독하고 모진 말들도
서슴없이 내질렀던
내 모습은 누가 봐도
I was a fool
이제 와 미안해봤자
달라지는 건 없잖아
I know
욕이라도 괜찮아
그마저 아깝겠지만
네 목소리라도 듣고 싶어
멍청한 놈 어리석은 놈
다 내 탓이란 걸 이젠 알아
모자란 놈 바보 같은 놈
다 내 탓이란 걸 이젠 알아
Baby I was a fool
I was a fool
I said
이기적이야 여태 난 항상
나 밖엔 모르는 것 같아
미친 것 같아 나라는 사람
널 밀어내 버린 건 나야
Oh I was a fool
Oh baby I was a fool
이제 와 후회해봤자
달라지는 건 없잖아
I know
잠깐이라도 괜찮아
마지막 모습이라도
다시 한번 널 볼 수 있다면
멍청한 놈 어리석은 놈
다 내 탓이란 걸 이젠 알아
모자란 놈 바보 같은 놈
다 내 탓이란 걸 이젠 알아
Baby I was a fool
I was a fool
눈부시게 빛나던 넌 멀리멀리로
흩어져버린 기억들을 더듬고
네가 그리워 매일매일
Yes I know I’m late late
아무 일 없는 듯이 돌아와 줘 Baby
눈부시게 빛나던 넌 멀리멀리로
흩어져버린 기억들을 더듬고
네가 그리워 매일매일
Yes I know I’m late late
아무 일 없는 듯이 돌아와 줘 Baby OH
멍청한 놈 어리석은 놈
못난 놈이란 걸 이젠 알아
Fool
멍청한 놈 어리석은 놈
다 내 탓이란 걸 이젠 알아
모자란 놈 바보 같은 놈
다 내 탓이란 걸 이젠 알아
Baby I was a fool
I was a fool",2017,,,0.5090909091,0.7058823529,약한 자아,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/c1/e4/c3/c1e4c3dd-c227-4aa0-9e9c-4ad079795945/WINNER_DIGITAL_COVER_final_L.jpg/592x592bb.webp,200
