Singer,FM,Title,Lyrics,AppleMusicYear,SongReleaseYear,DebutYear,Active,Subject,Persona,imageURL,id
TWICE,여성,YES or YES,"Hey boy
Look I’m gonna make
this simple for you
you got two choices
YES or YES
Ah 둘 중에 하나만 골라
YES or YES
Ah ah 하나만 선택해 어서
YES or YES
내가 이렇게도 이기적이었던가
뭔가 이렇게 갖고 싶던 적 있었나
다 놀라 내 뻔뻔함에
Come on and tell me yes
생각보다 과감해진 나의 시나리오
이 정도 Plan이면 완벽해 만족해
I don’t care 누가 뭐래도
You better tell me yes
내 맘은 정했어 YES
그럼 이제 네 대답을 들을 차례
힘들면 보기를 줄게 넌 고르기만 해
고민할 필요도 없게 해줄게
뭘 고를지 몰라 준비해봤어
둘 중에 하나만 골라 YES or YES
네 마음을 몰라 준비해봤어
하나만 선택해 어서 YES or YES
싫어는 싫어 나 아니면 우리
선택을 존중해 거절은 거절해
선택지는 하나 자 선택은 네 맘
It’s all up to you
둘 중에 하나만 골라 YES or YES
진심일까 Do not guess
진심이니 Do not ask
애매한 좌우 말고 확실히 위아래로
There’s no letters N & O
지워버릴래 오늘부로
복잡하게 고민할 필요
없어 정답은 YES YES YO
없던 이기심도 자극하는
너의 눈과
널 향한 호기심이 만나서
타올라 타오른다
My heart burn burn burn
조금 쉽게 말하자면
넌 뭘 골라도 날 만나게 될 거야
뭐 좀 황당하긴 해도
억지라고 해도
절대 후회하지 않게 해줄게
뭘 고를지 몰라 준비해봤어
둘 중에 하나만 골라 YES or YES
네 마음을 몰라 준비해봤어
하나만 선택해 어서 YES or YES
싫어는 싫어 나 아니면 우리
선택을 존중해 거절은 거절해
선택지는 하나 자 선택은 네 맘
Now it’s all up to you
Maybe not
No No
Maybe yes
No No
좀 더 선명하게 네 맘을 내게 보여봐
귀 기울여봐
무슨 소리가 들리지 않니
It's Simple Y E S Hey
둘 중에 하나만 골라 YES or YES
하나만 선택해 어서 YES or YES
하나 더 보태서 YES or YES or YES
골라봐 자 선택은 네 맘
뭘 고를지 몰라 준비해봤어
둘 중에 하나만 골라 YES or YES
네 마음을 몰라 준비해봤어
하나만 선택해 어서 YES or YES
싫어는 싫어 나 아니면 우리
선택을 존중해 거절은 거절해
선택지는 하나 자 선택은 네 맘
It’s all up to you
하나만 선택해 어서 YES or YES",2019,,,0.6710526316,0.7804878049,강한 자아,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/ad/f3/09/adf3092c-d3b6-baaf-9c12-decbb94b28a2/00602508875175_Cover.jpg/592x592bb.webp,102
방탄소년단,남성,작은 것들을 위한 시,"모든 게 궁금해
How’s your day
Oh tell me
뭐가 널 행복하게 하는지
Oh text me
Your every picture
내 머리맡에 두고 싶어
oh bae
Come be my teacher
네 모든 걸 다 가르쳐줘
Your 1 your 2
Listen my my baby 나는
저 하늘을 높이 날고 있어
그때 니가 내게 줬던 두 날개로
이제 여긴 너무 높아
난 내 눈에 널 맞추고 싶어
Yeah you makin’ me a boy with luv
Oh my my my oh my my my
I've waited all my life
네 전부를 함께하고 싶어
Oh my my my oh my my my
Looking for something right
이제 조금은 나 알겠어
I want something stronger
Than a moment
than a moment love
I have waited longer
For a boy with
For a boy with luv
널 알게 된 이후 ya
내 삶은 온통 너 ya
사소한 게 사소하지 않게
만들어버린 너라는 별
하나부터 열까지 모든 게 특별하지
너의 관심사 걸음걸이 말투와
사소한 작은 습관들까지
다 말하지 너무 작던
내가 영웅이 된 거라고
Oh nah
난 말하지 운명 따윈
처음부터 내 게 아니었다고
Oh nah
세계의 평화
No way
거대한 질서
No way
그저 널 지킬 거야 난
Boy with luv
Listen my my baby 나는
저 하늘을 높이 날고 있어
그때 니가 내게 줬던 두 날개로
이제 여긴 너무 높아
난 내 눈에 널 맞추고 싶어
Yeah you makin’ me a boy with luv
Oh my my my oh my my my
You got me high so fast
네 전부를 함께하고 싶어
Oh my my my oh my my my
You got me fly so fast
이제 조금은 나 알겠어
Love is nothing stronger
Than a boy with luv
Love is nothing stronger
Than a boy with luv
툭 까놓고 말할게
나도 모르게 힘이 들어가기도 했어
높아버린 sky
커져버린 hall
때론 도망치게 해달라며 기도했어
But 너의 상처는 나의 상처
깨달았을 때 나 다짐했던 걸
니가 준 이카루스의 날개로
태양이 아닌 너에게로
Let me fly
Oh my my my oh my my my
I've waited all my life
네 전부를 함께하고 싶어
Oh my my my oh my my my
Looking for something right
이제 조금은 나 알겠어
I want something stronger
Than a moment
than a moment love
Love is nothing stronger
Than a boy with luv",2019,,2013,0.6705882353,0.8153846154,순정파,https://is3-ssl.mzstatic.com/image/thumb/Music116/v4/40/d4/93/40d493e3-ac9e-1746-8d4c-f380f27c97cb/193483706238_Cover.jpg/592x592bb.webp,103
(여자)아이들,여성,말리지 마,"약에 취해버린 Feel
널브러진 Luxury bag
크게 찢어지는 Lip
두 눈은 번져 Like smokey

Ya baby I knew it
떠나니 잘 가라지 Not crazy
예쁜 입에서 이런 욕이 뭐
Ya I’m always nasty
바랐니 끝까지
내가 멍청한 천사였길

You broke my heart
You locked my love
어이없어 눈물이 다 나네
아니 전혀 난 안 괜찮아
Let me put on leather jacket

Mama don’t ever ever stop me
내가 그 어떤 짓을 벌였든
Mama don’t ever ever stuck me
말리지 마 Woah ah oh woah ah oh

La la la la la la la
La la la la la la la
Surprise

Your pants I bought it
검은 양말 벗어 주길
Her gift mini-pill
원하고 조절 못 하니

Hell no, does he know that?
Any bed the red car
Scolded by daddy, out of company
Looking forward to your wedding

You broke my heart
You locked my love
뻔뻔해서 소름이 다 돋네
아직 전혀 난 안 괜찮아
Let me fire last rocket

Mama don’t ever ever stop me
내가 그 어떤 짓을 벌였든
Mama don’t ever ever stuck me
말리지 마 Woah ah oh woah ah oh

때려치워 좋은 끝 그까짓 거
알아 이불 발로 차며 후회하지 뭐
원래 이래 너는 몰랐겠지만
Screw you dummy
Now you know, look forward to it

La la la la la la la
La la la la la la la
(I know I’m too emotional)

La la la la la la la la la
아무도 말리지 마

넋이 나가버린 Feel
엎질러진 Ice coffee
휘어지는 Red lip
And 네가 싫어했던 Smokey",2022,,,0.6666666667,0.5,유혹자,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/9c/fe/5e/9cfe5eec-89b5-240f-5229-59244360e89d/8804775250422_Cover.jpg/592x592bb.webp,104
CLC,여성,도깨비,"금 나와라 와라 
Nope
은 나와라 와라 
Nope 
너 나와라 와라 
뚝딱 Nice
금 나와라 와라 
Nope
은 나와라 와라 
Nope 
얼른 나와봐라
뚝딱 
Yes yes
똑똑 자 나와봐라 
한번 바라봐
안 넘어오나 봐 
쟤는 나 몰랐나 봐 
이젠 잘 찾아봐라 
내가 여기 챙길 것
다 챙겨 갈란다 와락 
데리고 갈란다 너
네가 내 속을 아니 아니
내가 네 맘을 보니 Oh
하루 이틀도 한두 번도 뭐 
아닌 걸 새삼스레 놀라고 그래
배려 없는 나의 몸매 눈빛에
모든 시선이 멈추지 
근데 근데 너만 몰라 왜
너도 날 원하잖아
그만해요 다 알고 있어요
괜히 아닌 척 마요
듣고 있나요 나타나봐요 
나를 봐줘요
사실 조금 불안해요 나
너무 오래 걸리잖아요
당장 날 데려가
빨리 나와라
금 나와라 와라 
Nope
은 나와라 와라 
Nope 
너 나와라 와라 
뚝딱 Nice
금 나와라 와라 
Nope
은 나와라 와라 
Nope
얼른 나와봐라
뚝딱 
Yes yes
날 좀 바라봐라 이거 
튕기는 거 봐라
와락 안아줄게 너 
자꾸 말 안 들어 너 
날 좀 바라봐라 더는 
센 척하지 마라 
이따 후회하지 너 
좀 더 놀아봐라 너
아직 몰라 너는 
진짜 내 모습을 다
보여줄게 아직 
너무나도 많은 걸
내 맘 모른 채 
내게 숨지마
더 이상은 기다릴 수 없어 
들어와 
황홀하게 
나를 보는 눈빛에
내 심장이 또 멈추지
근데 근데 너만 몰라 왜
보여 널 원하잖아
그만해요 다 알고 있어요
괜히 아닌 척 마요
듣고 있나요 나타나봐요
나를 봐줘요
사실 조금 불안해요 나
너무 오래 걸리잖아요
당장 날 데려가
빨리 나와라
금 나와라 와라 
Nope
은 나와라 와라 
Nope 
너 나와라 와라 
뚝딱 Nice
금 나와라 와라 
Nope
은 나와라 와라 
Nope 
얼른 나와봐라
뚝딱 
Yes yes
날 좀 바라봐라 이거 
튕기는 거 봐라
와락 안아줄게 너 자꾸 
말 안 들어 너 
날 좀 바라봐라 더는 
센 척하지 마라
이따 후회하지 너 
좀 더 놀아봐라 너
조금 더 확 변화를 줘볼까
다가가 와락 안아버릴까
한번 더 좀 확실하게 가볼까
망설일 것 없이 
화끈하게 놀아봐
Umma
금 나와라 와라 
Nope
은 나와라 와라 
Nope 
너 나와라 와라 
뚝딱 Nice
금 나와라 와라 
Nope
은 나와라 와라 
Nope 
얼른 나와봐라
뚝딱 
Yes yes
날 좀 바라봐라 이거 
튕기는 거 봐라
와락 안아줄게 너 자꾸 
말 안 들어 너
날 좀 바라봐라 더는 
센 척하지 마라
이따 후회하지 너 
좀 더 놀아봐라 너",2017,,,0.6635514019,0.2631578947,유혹자,https://is5-ssl.mzstatic.com/image/thumb/Music115/v4/84/66/32/846632e1-a32c-cd02-7ecf-3dc2b0bb93fb/cover-CLC_CRYSTYLE.jpg/592x592bb.webp,105
태양,남성,I Need A Girl (Feat. G-dragon),"Tired of being alone
Sick of being single
I think I need a girl
I need a girl like
생각 없는 말투 어린 애들 말구
날 감싸 안아줄
심심할 때 가끔 노는 여자 말구
나만 사랑해 줄
가만 있어도 남자 놈들
전화기를 내밀지만
자랑스럽게 내 사진을
꺼내 보이는 그런 Girl
Girl I need a girl
뭘 해도 이쁜 몸매도 이쁜
Girl I need a girl
Baby I need you
Girl you need me too
치마보다 청바지가 더
잘 어울리는 그런 여자
김치볶음밥은 내가 잘 만들어
대신 잘 먹을 수 있는 여자
나이가 많아도 어려
보이는 여자
난 그런 여자가 좋더라
know what I mean
부끄러운 척 하면서도
당돌할 줄 아는 Girl
평소엔 조신한 척 해도
같이 있으면
he y'all know
what I'm talking about ay
Girl I need a girl
뭘 해도 이쁜 몸매도 이쁜
Girl I need a girl
난 이런 여자가 좋더라
La La La ay
외모는 Not a issue
but 멋을 아는 귀여운 Girl
취미는 달라도 취향은 같아
영화나 음악을 볼 때면
말이 통하는 Girl Yes
I love Girls Girls I do adore
사람들 앞에선 지조있게 놀아요
내 앞에선 아잉 난 몰라
아침에 날 깨우는 목소리
Morning Kiss 하루를
시작하고 싶어
밤에는 네 무릎에 기대
자장가를 들으며 네
꿈 꾸고 싶어
다시 내 가슴을 뛰게 해줘
다시 달콤한 노랠 만들게 해줘
You know 돈이나 뭐
단지 그런 게 아냐
내 맘을 주고 싶은 사람
Girl I need a girl
Umm yeah yeah
Girl like you gotta
make you mine
I'ma treat you right baby
Girl I need a girl
뭘 해도 이쁜 몸매도 이쁜
Girl I need a girl
Baby I need you
Girl you need me too
Girl I need a girl Yeah
Girl I need a girl Yeah
Girl 내 말을 듣고 있니
Baby I need you
Girl you need me too
Girl I need a girl",2010,2010,2001,0.661971831,0,유혹자,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/49/cf/c9/49cfc92a-4f0d-07f3-6905-bffad7849451/edit_Taeyang_-_Solar.jpg/592x592bb.webp,106
시크릿,여성,YooHoo (유후),"친구로만 보이던 니가
귀엽게만 보이던 니가
Don't know why
I don't know why
너에게 끌려 가고 있어
힘든 날 위로해줬을 때
내 얘기를 들어줬을 때
Maybe you
I'm loving you
조금씩 내 마음이 움직여
어떻게 어떻게
어떻게 말을 할까
Do you hear me
that I'm fallin' in love
머리엔 온통 너뿐이야
자꾸만 보고 싶어
너를 사랑하나 봐 YOO HOO
너만 보여 YOO HOO
친구가 아닌 애인으로
너랑 만나고 싶어
나를 좀 바라봐줘 YOO HOO
못 참겠어 YOO HOO
어제보다 오늘보다
내일 더 사랑할게
OH MY LOVE
Yeah Yeah Yeah Yeah
Yeah Yeah Yeah Yeah
I just wanna be your love
너에게 난 잘 보이려고
옷도 사고 다이어트를 하고
Yes I do Oh yes I do
이런 내 맘 알아줄까
혹시 너를 놓쳐버릴까
나를 싫어하진 않을까
Maybe you
I'm loving you
생각이 많아서 잠 못 자
어떻게 어떻게
어떻게 말을 할까
Do you hear me
that I'm fallin' in love
머리엔 온통 너뿐이야
자꾸만 보고 싶어
너를 사랑하나 봐 YOO HOO
너만 보여 YOO HOO
친구가 아닌 애인으로
너랑 만나고 싶어
나를 좀 바라봐줘 YOO HOO
못 참겠어 YOO HOO
어제보다 오늘보다
내일 더 사랑할게
OH MY LOVE
니 손을 잡고 우우 우우
이 길을 너와 함께 걷고 싶어
너뿐이야 정말이야
이제는 말하고 싶어
진심이야 정말이야
내 맘을 알아 줄래
항상 너를 지켜주고 싶어
니 곁에서 난
너를 사랑하나 봐 YOO HOO
너만 보여 YOO HOO
친구가 아닌 애인으로
너랑 만나고 싶어
나를 좀 바라봐줘 YOO HOO
못 참겠어 YOO HOO
어제보다 오늘보다
내일 더 사랑할게
OH MY LOVE
Yeah Yeah Yeah Yeah
Yeah Yeah Yeah Yeah",2013,2013,2009,0.661971831,0.48,순수파,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/e1/78/5d/e1785d45-d208-851a-dd4a-0ecf628584a8/8804775049323.jpg/592x592bb.webp,107
VIXX (빅스),남성,저주인형,"나를 불러 네가 맘이 아플 때
내게만 털어놔 누굴 원하는데
시간을 돌려줄까
마음을 갖다 줄까
잊을 수 없을 땐 가져야 하잖아
나를 믿고 따라 해봐
그는 내게 돌아온다
시간은 너의 편
넌 그냥 기다려라
그가 널 울린 만큼
내가 다 울려줄게
째깍 째깍 다 이뤄지리라
가질 수 없다면
그냥 널 위해 살겠어
얼마든지 너라면
다칠 준비가 돼 있어
이제부터 잘 봐 내가 뭘 하는지
너라면 한 몸 아깝지 않은 나
이름만 대 누구든
내가 다 데려올 거야
째깍 째깍 다 이뤄지리라
안길 수 없다면 날 밟고 일어서
누구도 함부로 널 못 대하게
어떠한 이유라 해도
넌 내가 필요하다
널 위해 싸우는
인형이 돼 줄 나
아픈 눈을 질끈 감고
너를 위해 달려간다
제발 나를 떠나지만 마라
네가 원하는 건 다 가져다줄게
째깍 째깍 다 이뤄지리라
망가진다 해도
너의 손끝에서라면
온 세상의 눈물을
다 흘릴 내가 여기 있어
이제부터 잘 봐 내가 뭘 하는지
너라면 한 몸 아깝지 않은 나
이름만 대 누구든
내가 다 데려올 거야
째깍 째깍 다 이뤄지리라
Should I go Should I stay
Nobody knows Whoo
Should I go Should I stay
Nobody knows Whoo
Yeah 지옥의 문을 열어라
그녀를 눈물 흘리게 만든
죄인아 피눈물 흘려라
불러라 저주의 노래 네
내면에 감춘 분노들을 말해 봐
내 육신은 널 위한 제물이돼
네 행복에 나를 바칠게
웃는 너의 얼굴 한 번이면 족해
내가 대신 다 해 네가 바라는 것
내 남은 시간들이 줄어든대도
누가 됐든 잘 봐 그녈 울리지 마
더 이상 잃을 무엇도 없는 나
그 누구도 모르는
내 가슴속의 슬픔은
째깍 째깍 다 사라지리라
Should I go Should I stay
Nobody knows Whoo
Should I go Should I stay
Nobody knows Whoo
다 이뤄지리라",2013,2013,2012,0.6615384615,0.06818181818,순종자,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/47/bb/51/47bb516c-529e-09c6-7810-51d256af6a9a/1.jpg/592x592bb.webp,108
미쓰에이,여성,남자 없이 잘 살아,"This is for all the
independent ladies
Let's go
나는 남자 없이 잘 살아
그러니 자신이 없으면
내 곁에 오지를 마
나는 함부로 날 안 팔아
왜냐면 난
I don't need a man
I don't need a man What
I don't need a man
I don't need a man 진짜
I don't need a man
I don't need a man 정말
I don't need a man
I don't need a man
나는 남자 없이 잘 잘 살아
내 돈으로 방세 다 내
먹고 싶은 거 사 먹고
옷도 사 입고
충분하진 않지만 만족할 줄 알아
그래서 난 나를 사랑해 hey
부모님의 용돈 내 돈처럼
쓰고 싶지 않아 나이가 많아
손 벌리지 않는 게
당연한 거 아냐
그래서 난 내가 떳떳해 hey
Boy don't say
내가 챙겨줄게 내가
아껴줄게 No No
Boy don't play
진지하게 올 게 아니면
나는 남자 없이 잘 살아
그러니 자신이 없으면
내 곁에 오지를 마
나는 함부로 날 안 팔아
왜냐면 난
I don't need a man
I don't need a man What
I don't need a man
I don't need a man 진짜
I don't need a man
I don't need a man 정말
I don't need a man
I don't need a man
나는 남자 없이 잘 잘 살아
잘난 체는 안돼 딴 데서는
통할지 몰라도 너만큼 나도
잘나진 않았지만 자신감은 넘쳐
그래서 난 나를 사랑해 hey
내 힘으로 살게 딴 애처럼
부모님 잘 만나 남자 잘 만나
편하게 사는 거 관심이 없어
그래서 난 내가 떳떳해 hey
Boy don't say
내가 너의 미래 나를
믿고 기대 No No
Boy don't play
나를 존중할 게 아니면
나는 남자 없이 잘 살아
그러니 자신이 없으면
내 곁에 오지를 마
나는 함부로 날 안 팔아
왜냐면 난
I don't need a man
I don't need a man What
I don't need a man
I don't need a man 진짜
I don't need a man
I don't need a man 정말
I don't need a man
I don't need a man
나는 남자 없이 잘 잘 살아
매일 아침 일찍 일어나서
하루종일 바빠서
밥 한 끼 제대로 못 먹어
하지만 내가 좋아서 한 일이야
돈이야 작지만 다 내 땀이야
남자 친구가 사준 반지 아니야
내 차 내 옷 내가 벌어서 산 거야
적금 넣고 부모님 용돈
드리고 나서 산 거야
남자 믿고 놀다 남자 떠나면
어떡할 거야
이런 내가 부러워
부러우면 진 거야
나는 남자 없이 잘 살아
그러니 자신이 없으면
내 곁에 오지를 마
나는 함부로 날 안 팔아
왜냐면 난
I don't need a man
I don't need a man What
I don't need a man
I don't need a man 진짜
I don't need a man
I don't need a man 정말
I don't need a man
I don't need a man
나는 남자 없이 잘 잘 살아",2012,2012,2010,0.66,0.9310344828,강한 자아,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/8e/81/74/8e81741a-3a71-7ce8-65e5-8c87109502e8/799975599779.jpg/592x592bb.webp,109
신화,남성,Brand New,"One two three four
back to the one two
One two three back to yeah
One two three four
back to the one two
One two three back to yeah
난 널 보고 있지
거울을 통해서
머리를 만지는 척 해 
자신 있게 걸어가
말을 걸고 싶은데 
아직까진 널 두고 볼게 
내 눈짓에 빠져 들겠어 
누가 된다 해도 
나를 밀어내진 못하는 걸 
네 가슴에 향수처럼 
늘 뿌려놓게 해줘
네가 나를 맡을 수 있게 
One two three four
back to the one two
One two three back to yeah
One two three four
back to the one two
One two three back to yeah
If I take you out to shop you go wow 
If I take you places that u wanna go 
Hit me from the back Don't stop now
Let's go Hit it Hit it
Bust it one more
한잔의 Wine과 Steak
너와 First date
Gentleman I won't make mistake 
실수라는 것은
Chance I won't take 
니 맘을 뺏는 것은 내게는 
Piece of a cake 
넌 날 보고 있지
거울을 통해서
화장을 고치는 척 해 
곁에 그 남자로는
너를 채울 수가 없어 
난 너를 위해 준비된 남자인데
내 눈짓에 빠져 들겠어 
누가 된다 해도 
나를 밀어내진 못하는 걸 
네 가슴에 향수처럼 
늘 뿌려놓게 해줘
네가 나를 맡을 수 있게 
천천히 와도 돼 난 All day wait 
여기서 난 All day 
기다릴 수 있어 너만 오면 돼
나 시간은 많아 But 참지는 않아 
Just one never let you go
끌려 오겠지 발걸음은 내게로 
지금부터 셋까지 셀게 
One two three One more time
다시 음악이 바뀔 때쯤 내게로 
You are my girl
You are my girl It's alright
내 손짓에 다가오겠어 누구에게라도
빼앗기지 않게 나를 봐줘 
네 손목에 시계처럼
늘 찰 수 있게 해줘 
시간마다 날 볼 수 있게 
순간이겠지 너의 맘이 내게로 
지금부터 셋까지 셀게 
One two three
Two more times
네가 문 밖을 나설 때쯤 내게로 
Come back girl 
Come back girl It's alright
Come back girl
One more time",2004,2004,1998,0.6575342466,0.4074074074,순정파,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/f0/ad/c0/f0adc0a7-9668-10d6-547f-b16ccb918fd7/08809144344481_Cover.jpg/592x592bb.webp,110
엠블랙,남성,Y,"MBLAQ
yeah let's again
2010
let's go
somebody누군가 나를 좀 말려줘요
어떻게 이렇게 당할수가 있나요
너무나 믿었던 그녀가 날 밟은채
차갑게 등을 돌려
니가 나를 떠나서
뭘 할수 있겠니 난
아직도 깨닫지 못하겠다 나는 너를
나는 마지막으로 네게 기회를 준다
이젠 어쩔 수 없어
give to ma Y
listen to ma Y
제발 나를 돌아봐
give to ma Y
대답해 내게 왜이러는지
말을 해봐 oh yeah
nobody 이젠 날 말리지 말아줘요
더이상 그녀에게 놀아나기 싫어
천천히 이젠 난 주먹을 쥐려해요
복수를 시작하려
니가 나를 떠나서
뭘 할 수 있겠니 난
걱정을 주겠어 내가 받은 상처만큼
나는 마지막으로 네게 기회를 준다
천천히 다가간다
give to ma Y
listen to ma Y
제발 나를 돌아봐
give to ma Y
대답해 내게 왜이러는지
말을 해봐 oh yeah
oh oh ho ho ho oh
that's right
oh oh ho oh oh ho
내 맘이 무너져가
oh oh ho oh oh ho
mblaq
oh oh ho oh oh ho
give it up
제발 말해봐 내게

Let e just slow down
니가 움직이는 그모든 걸 말했던
그 박자에 맞춰서 질렀던
나의 널 부르는 외침이 비웃던
그 모습 지우려
애쓰던 걸 들어봐 내 노랠
listen to ma ah ah ah
실컷 울어봐 가지마
널 씹어서 뱉어준다
give to ma Y
listen to ma Y
제발 나를 돌아봐
give to ma Y
대답해 내게 왜이러는지
말을 해봐 oh yeah
oh oh ho ho ho oh
that's right
oh oh ho oh oh ho
내 맘이 무너져가
oh oh ho oh oh ho
mblaq
oh oh ho oh oh ho
it's body let's move
it's over babe
oh yeah
it's over babe
it's over",2010,2010,2009,0.6571428571,0.1176470588,약한 자아,https://is1-ssl.mzstatic.com/image/thumb/Music7/v4/3e/29/c6/3e29c69d-63d5-ef6f-91d7-876b85b47330/asset.jpg/592x592bb.webp,111
TWICE,여성,FANCY,"지금 하늘 구름 색은
Tropical yeah
저 태양 빨간빛 네 두 볼 같아
Oh tell me I’m the only one baby
I fancy you I fancy you fancy you
It’s dangerous
따끔해 넌 장미 같아
괜찮아 조금도 난 겁나지 않아
더 세게 꼭 잡아
Take my hand
좀 위험할거야
더 위험할거야 baby
달콤한 초콜릿 아이스크림처럼
녹아버리는 지금
내 기분 So lovely
깜깜한 우주 속 가장 반짝이는
저 별 저 별 그 옆에 큰 네 별
거기 너 I fancy you
아무나 원하지 않아
Hey I love you
Love ya
그래 너 I fancy you
꿈처럼 행복해도 돼
Cause I need you
What
Fancy you
누가 먼저 좋아하면 어때
Fancy you
지금 너에게로 갈래
Fancy
매일매일 난 정말
아무것도 못하네 Oh my
Mayday
이러다 큰일 낼 것 같은데
Bang bang
머리가 홀린 듯 Reset이 돼
어쩌면 좋아
이게 맞는건지 몰라 SOS
Swim swim
너란 바다에 잠수함이 돼
매일이 Birthday
달콤해 너와 나의 Fantasy
Dream dream
마치 꿈같아 볼 꼬집어봐
요즘 나의 상태 메세진
랄랄라 Baby
달콤한 초콜릿 아이스크림처럼
녹아버리는 지금
내 기분 So lovely
깜깜한 우주 속 가장 반짝이는
저 별 저 별 그 옆에 큰 네 별
거기 너 I fancy you
아무나 원하지 않아
Hey I love you
Love ya
그래 너 I fancy you
꿈처럼 행복해도 돼
Cause I need you
What
Fancy you
누가 먼저 좋아하면 어때
Fancy you
지금 너에게로 갈래
Fancy
연기처럼 훅 사라질까
늘 가득히 담아 널 두 눈에 담아
생각만으로 포근해져
몰래 뒤에서 안아 널 놓지 않을래
거기 너 I fancy you
아무나 원하지 않아
Hey I love you
Love ya
그래 너 I fancy you
꿈처럼 행복해도 돼
Cause I need you
What
Fancy you
누가 먼저 좋아하면 어때
Fancy you
지금 너에게로 갈래
Fancy",2019,,,0.6567164179,0.5178571429,순정파,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/03/76/e6/0376e6f9-f6d8-68f7-ae85-1a4ef17002aa/00602508875229_Cover.jpg/592x592bb.webp,112
세븐틴,남성,Darl+Ing,"You know without you I’m so lonely
When you’re not here 911 calling
Into your heat again I’m diving
Darling you Darling you baby

Fighting round in circles where is the way out
‘Cause I know that our love was hotter than the sun
Yeah the taste of this tequila I’m drinking now
Isn’t bitter than my heart

(If you know this)
I want to know our problem blood type or DNA
Friends see my feed and worry, do you babe? Yeah
Been waiting for your call every night
But I can’t wait no more
Dialing you-u-u, sorry darling you

You know without you I’m so lonely
When you’re not here 911 calling
Into your heat again I’m diving
Darling you Darling you baby

You know without you I’m so lonely
If you won’t be here 911 calling
Falling to you I’m always diving
Darling you Darling you baby

Darling with me under the sun
I know that you’re my one

I don’t wanna let you go
I can’t think of being alone
What am I supposed to do
And I gotta let you know
You got my heart like it’s yours
Don’t wanna say goodbye

(If you know this)
I want to know our problem blood type or DNA
Friends see my feed and worry, do you babe? Yeah
Been waiting for your call every night
But I can’t wait no more
Dialing you-u-u, sorry darling you

You know without you I’m so lonely
When you’re not here 911 calling
Into your heat again I’m diving
Darling you Darling you baby

You know without you I’m so lonely
If you won’t be here 911 calling
Falling to you I’m always diving
Darling you Darling you

I see you, you see me
I care for you, you care for me
We can be all we need
Promise I won’t take you for granted never
I’ma treat you better (I’ma treat you better)
I’ma see you better (I’ma see you better)
So honey now come into my arms yeah
Kiss me baby
Kiss me baby

You know without you I’m so lonely
When you’re not here 911 calling
Into your heat again I’m diving

You know without you I’m so lonely
If you won’t be here 911 calling
Falling to you I’m always diving
Darling you Darling you baby",2022,,,0.6551724138,0.5172413793,유혹자,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/9f/26/fa/9f26fae1-c93e-0d47-a0a6-b8543e2a28aa/192641997679_Cover.jpg/592x592bb.webp,113
씨스타,여성,Touch My Body,"Touch my body Body
Touch my body Body
Touch my body Body
Touch my body
I know you want it
넌 내 곁으로 와
내가 준비한 wine 달콤한
chocolate chocolate
좀 부드럽고 때론 뜨거워지는
너만을 위한 my pool
na na na na na na
빨개진 너의 두 눈에
비친 내 모습
운전은 니가 해 그저
내 두 손은 하늘위로
Yeh baby dancing with me
you're my star
Touch my body
우린 조금씩 빠르게
Oh everybody
푸른 하늘 보다 높이
지금 이 리듬이 좋아
뜨거운 태양아래 너와나
My body body Touch ma body
Baby so good
지금 기분은 paradise
Baby so nice
우리 둘만의
summer night
조금씩 one step two step
달빛 아래 너와나
My body body Touch ma body
Touch my body Body
Touch my body Body
Touch my body Body
Touch my body
하나 둘씩 밝혀지는
니 맘 속안에 촛불
힘이 들 땐 조금 쉬었다가요
여기 red pool
내 입술이 좋아 아님
내 body가 좋아
솔직히 말해 여기 여기
여기 아님 저기 저기 저기
나밖에 없다고 지금 내게 말해줘
부끄럽게 자꾸 보지 말고
계속 날 안아줘
날 사랑한다 말해줘
Touch my body
우린 조금씩 빠르게
Oh everybody
푸른 하늘 보다 높이
지금 이 리듬이 좋아
뜨거운 태양아래 너와나
My body body Touch ma body
Baby so good
지금 기분은 paradise
Baby so nice
우리 둘만의
summer night
조금씩 one step two step
달빛 아래 너와나
My body body Touch ma body
Touch ma body My body My body
My body My body
너와 함께 있는 지금 Tonight
둘이 함께 보는 저 별들
어느 누구보다 행복해
너와 함께 있는 지금 Tonight
둘이 함께 보는 저 별들
어느 누구보다 행복해
Touch ma body",2014,2014,2010,0.6527777778,0.5714285714,유혹자,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/8c/17/4a/8c174ac5-6f41-0dc6-2c46-8064fca110b5/KM0002837-_-0721.jpg/592x592bb.webp,114
